date,contract,contract month(Week),open,high,low,last,Change,%,volume,settlement_price,open_interest,best_bid,best_ask,historical_high,historical_low
2013/3/1,EIF,201312,-,-,-,-,-,-,-,9.6,0,-,-,-,-
2013/3/1,EHF,201303,-,-,-,-,-,-,-,27.1,20,27,27.15,28.1,25.05
2013/3/1,EHF,201306,27.2,27.2,27.2,27.2,-0.25,-0.91%,2,27.2,3,27,27.15,28.2,27.2
2013/3/1,EHF,201309,-,-,-,-,-,-,-,27.25,0,-,-,-,-
2013/3/1,EHF,201312,-,-,-,-,-,-,-,27.45,0,-,-,-,-
2013/3/1,EGF,201303,18.55,18.8,18.45,18.45,0.15,0.82%,122,18.5,379,18.45,18.65,19.7,18.15
2013/3/1,EGF,201304,18.55,18.75,18.5,18.5,0.15,0.82%,48,18.5,47,18.4,18.65,19.1,18.3
2013/3/1,EGF,201306,-,-,-,-,-,-,-,18.5,40,-,18.65,19.6,18.5
2013/3/1,EGF,201309,-,-,-,-,-,-,-,18.8,0,-,19.2,-,-
2013/3/1,EGF,201312,-,-,-,-,-,-,-,18.75,0,-,19.2,-,-
2013/3/1,EG1,201303,18.75,18.75,18.5,18.5,0.2,1.09%,15,18.5,391,18.2,18.85,27,18
2013/3/1,EFF,201303,16.55,16.6,16.55,16.6,0.05,0.30%,11,16.6,32,16.25,16.8,16.8,16.15
2013/3/1,EFF,201304,16.55,16.55,16.55,16.55,0.05,0.30%,10,16.55,16,16.2,16.8,16.8,16.5
2013/3/1,EFF,201306,-,-,-,-,-,-,-,16.6,0,-,-,-,-
2013/3/1,EFF,201309,-,-,-,-,-,-,-,16.4,0,-,-,-,-
2013/3/1,EFF,201312,-,-,-,-,-,-,-,16.55,0,-,-,-,-
2013/3/1,EEF,201303,15.5,15.5,15.5,15.5,0,0.00%,5,15.5,14,15.1,15.7,16.3,15.15
2013/3/1,EEF,201304,-,-,-,-,-,-,-,15.45,0,15,15.75,-,-
2013/3/1,EEF,201306,-,-,-,-,-,-,-,15.5,0,-,-,-,-
2013/3/1,EEF,201309,-,-,-,-,-,-,-,15.7,0,-,-,-,-
2013/3/1,EEF,201312,-,-,-,-,-,-,-,15.55,0,-,-,-,-
2013/3/1,EDF,201303,25.45,25.45,25.45,25.45,0.15,0.59%,1,25.45,53,25,25.8,27,25.45
2013/3/1,EDF,201304,25.3,25.55,25.3,25.55,0.25,0.99%,11,25.55,41,24.85,25.8,26.05,25.3
2013/3/1,EDF,201306,-,-,-,-,-,-,-,25.45,24,-,-,26.2,26.2
2013/3/1,EDF,201309,-,-,-,-,-,-,-,25.25,0,-,-,-,-
2013/3/1,EDF,201312,-,-,-,-,-,-,-,25.6,0,-,-,-,-
2013/3/1,ECF,201303,23.5,23.5,23.4,23.4,0.1,0.43%,20,23.4,66,23.15,23.7,24,23.05
2013/3/1,ECF,201304,-,-,-,-,-,-,-,23.4,9,23.1,23.7,23.8,23.6
2013/3/1,ECF,201306,-,-,-,-,-,-,-,23.3,50,22.85,23.7,23.7,23.7
2013/3/1,ECF,201309,-,-,-,-,-,-,-,23.4,0,-,-,-,-
2013/3/1,ECF,201312,-,-,-,-,-,-,-,23.3,0,-,-,-,-
2013/3/1,EBF,201303,19.5,19.5,19.4,19.4,0.05,0.26%,20,19.4,19,19.25,19.65,19.65,19.05
2013/3/1,EBF,201304,-,-,-,-,-,-,-,19.4,31,19.15,19.65,19.35,19.2
2013/3/1,EBF,201306,-,-,-,-,-,-,-,19.55,0,-,-,-,-
2013/3/1,EBF,201309,-,-,-,-,-,-,-,19.6,0,-,-,-,-
2013/3/1,EBF,201312,-,-,-,-,-,-,-,19.55,0,-,-,-,-
2013/3/1,EAF,201303,86.6,86.6,86,86,0.2,0.23%,30,86,31,85.4,88.8,87.5,78.8
2013/3/1,EAF,201304,86.5,86.5,86,86,0,0.00%,5,86,11,84.4,88.9,87.5,85.2
2013/3/1,EAF,201306,-,-,-,-,-,-,-,86.1,1,-,90.1,79.1,79.1
2013/3/1,EAF,201309,-,-,-,-,-,-,-,86.8,0,-,-,-,-
2013/3/1,EAF,201312,-,-,-,-,-,-,-,87.5,0,-,-,-,-
2013/3/1,DZF,201303,26.9,26.9,26.9,26.9,0.05,0.19%,2,26.9,46,26.55,27.55,27.3,26.55
2013/3/1,DZF,201304,-,-,-,-,-,-,-,26.95,0,26.25,27.55,26.95,26.9
2013/3/1,DZF,201306,-,-,-,-,-,-,-,26.7,5,-,-,27,26.7
2013/3/1,DZF,201309,-,-,-,-,-,-,-,26.75,0,-,-,-,-
2013/3/1,DZF,201312,-,-,-,-,-,-,-,26.95,0,-,-,-,-
2013/3/1,DYF,201303,36.8,36.9,36.8,36.9,-0.15,-0.40%,43,36.9,96,36.8,37.2,37.65,36.05
2013/3/1,DYF,201304,36.75,36.85,36.75,36.8,-0.1,-0.27%,48,36.8,61,36.8,37.2,37,36.05
2013/3/1,DYF,201306,-,-,-,-,-,-,-,37.15,0,-,37.2,-,-
2013/3/1,DYF,201309,-,-,-,-,-,-,-,36.95,0,-,37.45,-,-
2013/3/1,DYF,201312,-,-,-,-,-,-,-,37.15,0,-,37.45,-,-
2013/3/1,DXF,201303,33.8,33.95,33.05,33.05,0.1,0.30%,70,33.2,137,33,33.35,35.7,26.35
2013/3/1,DXF,201304,33.75,33.75,33.75,33.75,0.7,2.12%,20,33.2,73,32.95,33.4,33.75,32.45
2013/3/1,DXF,201306,-,-,-,-,-,-,-,33.05,0,32,33.55,-,-
2013/3/1,DXF,201309,-,-,-,-,-,-,-,33.8,0,-,33.8,-,-
2013/3/1,DXF,201312,-,-,-,-,-,-,-,33.65,0,-,-,-,-
2013/3/1,DX1,201303,-,-,-,-,-,-,-,33.2,15,32.65,33.35,37.45,31.95
2013/3/1,DWF,201303,72.1,73.2,71.9,72.2,0.6,0.84%,57,72.2,153,72,72.2,77.6,70.6
2013/3/1,DWF,201304,72,73.1,71.8,71.8,0.1,0.14%,47,71.8,83,71.9,72.3,74.6,71.1
2013/3/1,DWF,201306,72.4,72.4,72.4,72.4,1.2,1.69%,1,72.4,1,71,72.7,72.4,72.4
2013/3/1,DWF,201309,-,-,-,-,-,-,-,71.6,0,71,72.4,-,-
2013/3/1,DWF,201312,-,-,-,-,-,-,-,72.8,0,-,-,-,-
2013/3/1,DVF,201303,337,339,336.5,338,5,1.50%,59,338,501,337,337.5,344,259.5
2013/3/1,DVF,201304,337,337.5,336.5,336.5,3,0.90%,18,336.5,62,335.5,336.5,338.5,324
2013/3/1,DVF,201306,-,-,-,-,-,-,-,336,36,329.5,336,340.5,293.5
2013/3/1,DVF,201309,-,-,-,-,-,-,-,336,40,324.5,336.5,322,292
2013/3/1,DVF,201312,-,-,-,-,-,-,-,341,0,-,337.5,-,-
2013/3/1,DUF,201303,57.8,59.5,57.8,59.4,2,3.48%,47,59.4,196,59.1,59.4,66.5,40
2013/3/1,DUF,201304,58.9,59.3,58.7,59.3,1.9,3.31%,9,59.3,42,58.6,59.4,59.3,56.6
2013/3/1,DUF,201306,-,-,-,-,-,-,-,59.3,1,58.1,59.5,57.2,57.2
2013/3/1,DUF,201309,-,-,-,-,-,-,-,59.8,0,57.1,59.5,-,-
2013/3/1,DUF,201312,-,-,-,-,-,-,-,59.6,0,-,-,-,-
2013/3/1,DTF,201303,14.2,15.05,14.2,15.05,0.95,6.74%,367,15.05,331,15.05,-,16,13.05
2013/3/1,DTF,201304,14.25,15.05,14.25,15,0.9,6.38%,74,15,60,15,-,15.05,14.05
2013/3/1,DTF,201306,-,-,-,-,-,-,-,15.1,0,14.75,-,-,-
2013/3/1,DTF,201309,-,-,-,-,-,-,-,15.15,0,14.05,-,-,-
2013/3/1,DTF,201312,-,-,-,-,-,-,-,15,9,-,-,13.95,13.8
2013/3/1,DSF,201303,26.7,26.9,25.9,26.1,-0.35,-1.32%,191,26.1,2797,25.95,26.1,35.2,22.5
2013/3/1,DSF,201304,26.55,26.6,25.9,26,-0.3,-1.14%,79,26,368,25.9,26.1,26.6,25.4
2013/3/1,DSF,201306,-,-,-,-,-,-,-,26.1,68,25.45,26.1,26.45,24.1
2013/3/1,DSF,201309,-,-,-,-,-,-,-,26.15,5,25.5,26.1,24.4,24.4
2013/3/1,DSF,201312,-,-,-,-,-,-,-,26.25,23,-,26.1,25.85,24.4
2013/3/1,DQF,201303,16.65,17.05,16.6,16.6,0.2,1.22%,350,16.6,1169,16.55,16.7,17.15,10.2
2013/3/1,DQF,201304,16.65,16.75,16.6,16.6,0.25,1.53%,69,16.6,165,16.5,16.7,16.75,15.9
2013/3/1,DQF,201306,-,-,-,-,-,-,-,16.4,143,16.25,16.55,16.85,10.05
2013/3/1,DQF,201309,-,-,-,-,-,-,-,16.75,0,15.55,16.8,-,-
2013/3/1,DQF,201312,-,-,-,-,-,-,-,16.8,6,-,-,15.1,13.8
2013/3/1,DQ1,201303,16.8,16.95,16.8,16.95,0.4,2.42%,7,16.75,32,-,-,17,8.65
2013/3/1,DPF,201303,19,19,18.95,19,0.1,0.53%,142,19,115,18.85,19.1,19.45,16.75
2013/3/1,DPF,201304,19,19,18.95,19,0,0.00%,175,19,35,18.8,19.1,19.15,18.75
2013/3/1,DPF,201306,-,-,-,-,-,-,-,19.1,176,18.7,19.1,19.25,16.75
2013/3/1,DPF,201309,-,-,-,-,-,-,-,19.25,0,17.85,19.2,-,-
2013/3/1,DPF,201312,-,-,-,-,-,-,-,19.25,0,-,19.25,-,-
2013/3/1,DP1,201303,19,19,19,19,0.1,0.53%,60,19,25,18.8,19.2,19.3,16.8
2013/3/1,DOF,201303,15.45,15.55,15.4,15.55,0.15,0.97%,10,15.55,141,15.3,15.6,16.8,12.55
2013/3/1,DOF,201304,15.55,15.55,15.55,15.55,0.15,0.97%,10,15.55,58,15.25,15.6,16.2,15.35
2013/3/1,DOF,201306,-,-,-,-,-,-,-,15.5,1601,15.2,15.6,16.7,13.5
2013/3/1,DOF,201309,-,-,-,-,-,-,-,15.55,31,-,15.65,16.1,15
2013/3/1,DOF,201312,-,-,-,-,-,-,-,15.5,25,-,15.65,15.75,15.2
2013/3/1,DNF,201303,17.85,17.85,17.6,17.75,0.05,0.28%,218,17.75,168,17.5,17.8,18.25,15.85
2013/3/1,DNF,201304,17.75,17.75,17.65,17.7,-0.05,-0.28%,160,17.7,36,17.45,17.8,18,17.45
2013/3/1,DNF,201306,-,-,-,-,-,-,-,17.65,0,17,17.95,-,-
2013/3/1,DNF,201309,-,-,-,-,-,-,-,17.8,0,17,18.25,-,-
2013/3/1,DNF,201312,-,-,-,-,-,-,-,17.8,0,-,-,-,-
2013/3/1,DLF,201303,-,-,-,-,-,-,-,92.3,110,92,92.6,95,87.7
2013/3/1,DLF,201304,-,-,-,-,-,-,-,92.2,19,91.8,92.5,93,92.3
2013/3/1,DLF,201306,-,-,-,-,-,-,-,92.4,126,-,92.4,94,88.5
2013/3/1,DLF,201309,-,-,-,-,-,-,-,92.5,25,92,93,94.6,90.8
2013/3/1,DLF,201312,-,-,-,-,-,-,-,92.6,24,92,93.1,94.4,92
2013/3/1,DKF,201303,64.1,64.1,63.6,63.6,0.2,0.32%,5,63.6,58,63.2,64.1,82.1,62.2
2013/3/1,DKF,201304,-,-,-,-,-,-,-,63.4,17,62.8,64.1,66.4,65.6
2013/3/1,DKF,201306,-,-,-,-,-,-,-,64,0,61.2,64.6,-,-
2013/3/1,DKF,201309,-,-,-,-,-,-,-,64,0,62.2,64.4,-,-
2013/3/1,DKF,201312,-,-,-,-,-,-,-,64.5,0,-,-,-,-
2013/3/1,DJF,201303,362.5,367.5,362.5,366,5,1.39%,9,366,56,363.5,367,367.5,273.5
2013/3/1,DJF,201304,362,367,362,366,7,1.95%,7,366,15,362.5,367,367,348.5
2013/3/1,DJF,201306,365.5,365.5,365.5,365.5,6.5,1.81%,1,365.5,4,358.5,368,365.5,273
2013/3/1,DJF,201309,-,-,-,-,-,-,-,364,0,358.5,367.5,-,-
2013/3/1,DJF,201312,-,-,-,-,-,-,-,365,0,-,-,-,-
2013/3/1,DIF,201303,8.68,8.71,8.68,8.69,0.2,2.36%,220,8.69,218,8.68,8.78,9.29,7.7
2013/3/1,DIF,201304,-,-,-,-,-,-,-,8.69,50,8.64,8.79,8.73,8.54
2013/3/1,DIF,201306,-,-,-,-,-,-,-,8.64,0,8.18,-,-,-
2013/3/1,DIF,201309,-,-,-,-,-,-,-,8.63,5,-,-,8.1,8.1
2013/3/1,DIF,201312,-,-,-,-,-,-,-,8.58,0,-,-,-,-
2013/3/1,DHF,201303,82.1,82.6,81.1,81.4,-0.4,-0.49%,1524,81.4,2646,81.3,81.4,96,81.1
2013/3/1,DHF,201304,82.4,82.5,81,81.4,-0.6,-0.73%,1590,81.4,1621,81.1,81.4,84.3,81
2013/3/1,DHF,201306,81.7,81.7,81,81.3,0.2,0.25%,15,81.3,29,80.8,81.7,95.9,81
2013/3/1,DHF,201309,-,-,-,-,-,-,-,81.4,1,80.3,81.6,87.5,84
2013/3/1,DHF,201312,-,-,-,-,-,-,-,81.8,0,-,-,-,-
2013/3/1,DH1,201303,-,-,-,-,-,-,-,81.4,10,81.2,81.8,90.2,83
2013/3/1,DGF,201303,76.3,76.7,75.3,75.8,0.4,0.53%,91,75.8,215,75.6,75.9,80.4,59.2
2013/3/1,DGF,201304,76.2,76.7,75.4,75.6,0.3,0.40%,20,75.6,43,75.6,75.9,77.6,75.3
2013/3/1,DGF,201306,-,-,-,-,-,-,-,75.6,0,74.6,75.9,78.7,78.6
2013/3/1,DGF,201309,-,-,-,-,-,-,-,75.7,0,74.6,76.2,-,-
2013/3/1,DGF,201312,-,-,-,-,-,-,-,75.9,0,-,76.3,-,-
2013/3/1,DFF,201303,38.45,39,38.35,38.95,0.6,1.56%,106,38.95,257,38.85,39,40.45,33.8
2013/3/1,DFF,201304,38.45,38.95,38.3,38.95,0.65,1.70%,131,38.95,186,38.85,38.95,38.95,37.55
2013/3/1,DFF,201306,-,-,-,-,-,-,-,39.2,0,-,-,-,-
2013/3/1,DFF,201309,-,-,-,-,-,-,-,38.85,0,38.1,-,-,-
2013/3/1,DFF,201312,-,-,-,-,-,-,-,39.35,0,-,-,-,-
2013/3/1,DEF,201303,13.6,13.7,13.6,13.7,0.15,1.11%,681,13.7,710,13.55,13.8,13.9,11.2
2013/3/1,DEF,201304,13.7,13.7,13.65,13.65,0.1,0.74%,625,13.65,653,13.5,13.85,13.8,13.4
2013/3/1,DEF,201306,13.65,13.65,13.65,13.65,0.15,1.11%,1,13.65,10,13.05,13.8,13.75,12.3
2013/3/1,DEF,201309,-,-,-,-,-,-,-,13.55,6,13.05,13.85,13,11.6
2013/3/1,DEF,201312,13.75,13.75,13.75,13.75,0.1,0.73%,1,13.75,144,-,13.9,13.75,12.6
2013/3/1,DE1,201303,13.65,13.65,13.65,13.65,0.1,0.74%,5,13.7,192,13.55,13.9,13.9,9.45
2013/3/1,DE1,201306,-,-,-,-,-,-,-,13.65,92,-,13.9,12.95,11.6
2013/3/1,DDF,201303,9.04,9.24,8.99,8.99,0.01,0.11%,67,8.99,3218,8.96,9.01,9.37,7.4
2013/3/1,DCF,201303,17.3,17.3,17.2,17.2,-0.05,-0.29%,238,17.2,563,17.15,17.3,17.85,14.8
2013/3/1,DCF,201304,17.25,17.25,17.2,17.2,-0.05,-0.29%,240,17.2,382,17.2,17.35,17.45,16.75
2013/3/1,DCF,201306,-,-,-,-,-,-,-,17.2,493,16.7,17.3,16.1,15.65
2013/3/1,DCF,201309,-,-,-,-,-,-,-,17.2,12,16.6,17.45,16.1,15.9
2013/3/1,DCF,201312,-,-,-,-,-,-,-,17.25,130,-,17.45,17.4,17.4
2013/3/1,DC1,201303,17.25,17.25,17.25,17.25,0,0.00%,5,17.2,36,17,17.4,17.65,15
2013/3/1,DBF,201303,12.35,12.4,12.3,12.35,0.05,0.41%,90,12.35,162,12.2,12.5,13.45,12.1
2013/3/1,DBF,201304,12.35,12.4,12.3,12.3,0,0.00%,43,12.3,135,12.25,12.55,12.55,12.2
2013/3/1,DBF,201306,-,-,-,-,-,-,-,12.4,1,-,12.5,12.45,12.45
2013/3/1,DBF,201309,-,-,-,-,-,-,-,12.4,0,-,12.5,-,-
2013/3/1,DBF,201312,-,-,-,-,-,-,-,12.35,0,-,12.5,-,-
2013/3/1,DAF,201303,14.4,14.4,14.4,14.4,0.3,2.13%,25,14.4,155,14.1,14.55,15,11.3
2013/3/1,DAF,201304,14.45,14.45,14.4,14.4,0.3,2.13%,10,14.4,100,14.05,14.6,14.85,14.2
2013/3/1,DAF,201306,-,-,-,-,-,-,-,14.25,1,13.6,14.55,13.9,13.9
2013/3/1,DAF,201309,-,-,-,-,-,-,-,14.25,0,13.6,14.55,-,-
2013/3/1,DAF,201312,-,-,-,-,-,-,-,14.45,0,-,14.55,-,-
2013/3/1,CZF,201303,19.2,19.35,19.1,19.35,0.35,1.84%,70,19.4,202,19.15,19.6,20,14.65
2013/3/1,CZF,201304,19.1,19.3,19.1,19.3,0.4,2.12%,22,19.35,181,19.1,19.6,19.95,18.75
2013/3/1,CZF,201306,-,-,-,-,-,-,-,19.45,0,-,19.8,-,-
2013/3/1,CZF,201309,-,-,-,-,-,-,-,19.45,0,18.65,20.05,-,-
2013/3/1,CZF,201312,-,-,-,-,-,-,-,19.6,0,-,-,-,-
2013/3/1,CWF,201303,8.5,8.5,7.89,7.89,-0.21,-2.59%,26,7.89,266,7.89,7.96,8.5,6.65
2013/3/1,CWF,201304,-,-,-,-,-,-,-,7.83,47,7.83,7.96,8.06,7.15
2013/3/1,CWF,201306,-,-,-,-,-,-,-,7.91,5,-,7.96,7.91,7.04
2013/3/1,CWF,201309,-,-,-,-,-,-,-,7.98,21,-,7.96,7.81,7.73
2013/3/1,CWF,201312,-,-,-,-,-,-,-,7.82,0,-,7.96,7.85,7.85
2013/3/1,CVF,201303,31.6,32.2,31.6,32.2,0.65,2.06%,10,32.2,65,32,32.3,32.2,30.1
2013/3/1,CVF,201304,31.6,32.3,31.6,32.3,0.7,2.22%,11,32.3,34,31.95,32.3,32.3,30.8
2013/3/1,CVF,201306,-,-,-,-,-,-,-,32.15,0,31,32.75,-,-
2013/3/1,CVF,201309,-,-,-,-,-,-,-,32.4,0,31,32.75,-,-
2013/3/1,CVF,201312,-,-,-,-,-,-,-,32.3,0,-,-,-,-
2013/3/1,CTF,201303,24.75,25.1,24.75,25.05,0.4,1.62%,60,25.1,159,25.05,25.15,26.75,22.4
2013/3/1,CTF,201304,24.8,25.15,24.8,25.15,0.5,2.03%,26,25.15,61,25,25.15,25.15,24
2013/3/1,CTF,201306,-,-,-,-,-,-,-,25.15,10,24.55,-,24.7,24.45
2013/3/1,CTF,201309,-,-,-,-,-,-,-,25.15,5,24.55,25.25,24.7,24.7
2013/3/1,CTF,201312,-,-,-,-,-,-,-,25.25,0,-,-,-,-
2013/3/1,CT1,201303,25.1,25.1,25.1,25.1,0.45,1.83%,8,25.1,63,24.75,25.2,25.5,22.35
2013/3/1,CSF,201303,10.4,10.45,10.3,10.4,0.25,2.46%,105,10.4,78,10.3,10.55,10.7,7.8
2013/3/1,CSF,201304,10.4,10.4,10.3,10.35,0.25,2.48%,34,10.35,41,10.35,10.45,10.4,10
2013/3/1,CSF,201306,-,-,-,-,-,-,-,10.3,0,-,10.55,-,-
2013/3/1,CSF,201309,-,-,-,-,-,-,-,10.4,83,-,10.55,9.92,9.85
2013/3/1,CSF,201312,-,-,-,-,-,-,-,10.4,0,-,10.55,-,-
2013/3/1,CRF,201303,33.25,33.25,33.25,33.25,0.25,0.76%,1,33.25,67,33,33.5,34.85,32.95
2013/3/1,CRF,201304,33.25,33.25,33.25,33.25,0.25,0.76%,15,33.25,17,33,33.5,33.75,33
2013/3/1,CRF,201306,-,-,-,-,-,-,-,33,0,32,33.95,-,-
2013/3/1,CRF,201309,-,-,-,-,-,-,-,33.2,0,31.5,33.95,-,-
2013/3/1,CRF,201312,-,-,-,-,-,-,-,33.1,0,-,-,-,-
2013/3/1,CQF,201303,55.9,57,55.8,57,1.3,2.33%,33,57,130,56.7,57.3,57,50.5
2013/3/1,CQF,201304,56.5,56.5,56.4,56.4,0.7,1.26%,2,57,41,55.9,57.2,56.5,53.7
2013/3/1,CQF,201306,-,-,-,-,-,-,-,57,1,56.2,57.4,53.3,53.3
2013/3/1,CQF,201309,-,-,-,-,-,-,-,57,0,55.7,57.7,-,-
2013/3/1,CQF,201312,-,-,-,-,-,-,-,57,0,-,-,-,-
2013/3/1,CQ1,201303,-,-,-,-,-,-,-,57,20,56.6,57.5,54.6,49.8
2013/3/1,CPF,201303,-,-,-,-,-,-,-,99.275,0,98.78,99.77,-,-
2013/3/1,CPF,201304,-,-,-,-,-,-,-,98.855,0,98.325,99.315,-,-
2013/3/1,CPF,201305,-,-,-,-,-,-,-,98.515,0,-,-,-,-
2013/3/1,CPF,201306,-,-,-,-,-,-,-,98.085,1,98.02,-,98.06,98.06
2013/3/1,CPF,201307,-,-,-,-,-,-,-,98.315,0,-,-,-,-
2013/3/1,CPF,201308,-,-,-,-,-,-,-,99.275,0,-,-,-,-
2013/3/1,CPF,201309,-,-,-,-,-,-,-,98.98,0,-,-,-,-
2013/3/1,CPF,201310,-,-,-,-,-,-,-,98.6,0,-,-,-,-
2013/3/1,CPF,201311,-,-,-,-,-,-,-,98.685,0,-,-,-,-
2013/3/1,CPF,201312,-,-,-,-,-,-,-,98.91,0,-,-,-,-
2013/3/1,CPF,201401,-,-,-,-,-,-,-,98.835,0,-,-,-,-
2013/3/1,CPF,201402,-,-,-,-,-,-,-,98.9,0,-,-,-,-
2013/3/1,CNF,201303,17.55,17.6,17.55,17.6,0.1,0.57%,76,17.6,451,17.6,17.65,18,17.35
2013/3/1,CNF,201304,17.5,17.6,17.5,17.6,0.1,0.57%,96,17.6,199,17.55,17.65,17.7,17.35
2013/3/1,CNF,201306,-,-,-,-,-,-,-,17.6,422,17.5,17.65,17.65,17.3
2013/3/1,CNF,201309,-,-,-,-,-,-,-,17.55,350,17.35,17.75,17.6,17.45
2013/3/1,CNF,201312,-,-,-,-,-,-,-,17.65,0,-,17.9,-,-
2013/3/1,CN2,201303,-,-,-,-,-,-,-,17.8,73,-,-,18.3,16.6
2013/3/1,CN1,201303,17.75,17.8,17.75,17.8,0.15,0.85%,8,17.8,487,17.7,17.85,18.5,15.9
2013/3/1,CN1,201306,17.8,17.8,17.8,17.8,0.2,1.14%,2,17.8,1041,17.45,17.8,18.05,16.65
2013/3/1,CN1,201309,-,-,-,-,-,-,-,17.75,1,16.7,18.05,17.75,17.75
2013/3/1,CMF,201303,12.15,12.15,12.05,12.05,0.05,0.42%,2075,12.05,2199,12,12.1,13.1,10.6
2013/3/1,CMF,201304,12.2,12.2,12.05,12.05,0,0.00%,2060,12.05,2034,12,12.15,12.45,12
2013/3/1,CMF,201306,12.1,12.1,12.1,12.1,0.05,0.41%,1,12.1,694,-,12.1,13.1,10.4
2013/3/1,CMF,201309,-,-,-,-,-,-,-,12.2,408,-,12.3,12.25,10.95
2013/3/1,CMF,201312,12.3,12.3,12.3,12.3,0.1,0.82%,1,12.3,1090,-,12.3,12.8,11.7
2013/3/1,CM1,201303,12.2,12.2,12.05,12.05,0.05,0.42%,18,12.05,1734,11.9,12.3,13.1,10.3
2013/3/1,CM1,201306,-,-,-,-,-,-,-,12.1,392,-,12.3,12.3,10.7
2013/3/1,CLF,201303,24.7,24.95,24.55,24.95,0.45,1.84%,884,24.95,1121,24.75,24.95,25.85,21.2
2013/3/1,CLF,201304,24.8,24.8,24.75,24.8,0.35,1.43%,836,24.8,953,24.7,24.95,25.2,24.1
2013/3/1,CLF,201306,-,-,-,-,-,-,-,25,433,24.25,-,23,21.55
2013/3/1,CLF,201309,-,-,-,-,-,-,-,24.85,60,24.25,-,22.9,22.8
2013/3/1,CLF,201312,-,-,-,-,-,-,-,25.05,0,-,-,-,-
2013/3/1,CL1,201303,-,-,-,-,-,-,-,24.95,11,24.6,25.05,25.75,19.95
2013/3/1,CKF,201303,37.95,38,37.8,38,0.45,1.20%,407,38,786,37.8,38,38.3,29.2
2013/3/1,CKF,201304,37.8,37.9,37.8,37.8,0.1,0.27%,338,37.8,451,37.7,37.95,38.3,36.1
2013/3/1,CKF,201306,37.6,37.6,37.6,37.6,0.05,0.13%,2,37.8,512,37.6,38,37.6,28.5
2013/3/1,CKF,201309,-,-,-,-,-,-,-,38.15,4,37.3,38.15,31.55,31.5
2013/3/1,CKF,201312,-,-,-,-,-,-,-,38.15,0,-,38.15,-,-
2013/3/1,CK1,201303,-,-,-,-,-,-,-,38,18,37.65,38.2,37.8,28.5
2013/3/1,CK1,201306,-,-,-,-,-,-,-,37.8,230,-,-,29.5,29.4
2013/3/1,CJF,201303,17.35,17.4,17.25,17.35,0.05,0.29%,406,17.3,314,17.25,17.45,17.95,15.2
2013/3/1,CJF,201304,17.35,17.35,17.35,17.35,0.05,0.29%,278,17.35,325,17.3,17.5,17.6,17.3
2013/3/1,CJF,201306,-,-,-,-,-,-,-,17.3,247,17.05,17.45,17.8,15.6
2013/3/1,CJF,201309,-,-,-,-,-,-,-,17.35,5,16.7,17.55,16.5,16.5
2013/3/1,CJF,201312,-,-,-,-,-,-,-,17.4,5,-,17.6,17.4,17.4
2013/3/1,CJ1,201303,17.35,17.35,17.3,17.3,0,0.00%,40,17.3,62,-,17.5,17.9,15.85
2013/3/1,CJ1,201306,-,-,-,-,-,-,-,17.3,8,-,-,17.3,16.5
2013/3/1,CHF,201303,13.1,13.3,13.05,13.15,0.15,1.15%,208,13.15,5179,13.05,13.15,14.3,8.28
2013/3/1,CHF,201304,13.25,13.25,13.05,13.1,0.1,0.77%,49,13.1,196,13,13.15,13.4,12.65
2013/3/1,CHF,201306,-,-,-,-,-,-,-,13.05,23,12.9,13.15,14.1,9.08
2013/3/1,CHF,201309,-,-,-,-,-,-,-,13.15,1,12.55,13.15,13.85,12.2
2013/3/1,CHF,201312,-,-,-,-,-,-,-,13.15,0,-,13.15,-,-
2013/3/1,CGF,201303,20.95,21,20.9,20.95,0.2,0.96%,91,20.95,601,20.9,20.95,24,17.85
2013/3/1,CGF,201304,20.95,21,20.9,20.9,0.2,0.97%,109,20.9,100,20.9,20.95,21.5,20.45
2013/3/1,CGF,201306,-,-,-,-,-,-,-,20.85,23,20.25,20.95,21.85,17.45
2013/3/1,CGF,201309,-,-,-,-,-,-,-,20.95,0,20.25,21.1,-,-
2013/3/1,CGF,201312,-,-,-,-,-,-,-,21.1,20,-,21.1,21.45,20.65
2013/3/1,CFF,201303,75.6,76.5,75.6,76.4,1.2,1.60%,73,76.4,1066,75.8,76.5,80.6,71.6
2013/3/1,CFF,201304,76,76.4,75.7,76.2,1.1,1.46%,16,76.2,71,75.6,76.4,78.6,75.1
2013/3/1,CFF,201306,-,-,-,-,-,-,-,76.2,0,74.3,76.7,-,-
2013/3/1,CFF,201309,-,-,-,-,-,-,-,75.9,0,73.8,76.9,-,-
2013/3/1,CFF,201312,-,-,-,-,-,-,-,77.2,0,-,-,-,-
2013/3/1,CEF,201303,40.15,40.5,40.1,40.35,0.5,1.25%,77,40.35,635,40.15,40.4,41.05,30.15
2013/3/1,CEF,201304,40.15,40.4,40.1,40.2,0.4,1.01%,64,40.2,85,40.15,40.4,40.4,38.75
2013/3/1,CEF,201306,-,-,-,-,-,-,-,40.2,203,39.9,40.4,40.45,29.55
2013/3/1,CEF,201309,-,-,-,-,-,-,-,40.65,0,-,40.6,-,-
2013/3/1,CEF,201312,-,-,-,-,-,-,-,40.65,0,-,40.6,-,-
2013/3/1,CE1,201303,-,-,-,-,-,-,-,40.35,232,40,-,40.35,28.5
2013/3/1,CDF,201303,105,105,103.5,104.5,0.5,0.48%,318,104.5,2181,104,104.5,109.5,77
